1 "state 1"  0.0007812
2 "state 2" 0.945312841
3 "state 3"  0.0007812
4 "state 4"  0.0007812
5 "state 5"  0.0007812
6 "state 6"  0.0007812
7 "state 7"  0.0007812
8 "state 8"  0.0007812
